id,name,price,originalPrice,image,rating,review,description,category
661,Adjustable Resistance Bands,$48.78,$37.02,http://dummyimage.com/121x100.png/5fa2dd/ffffff,3.4,396.3,Set of resistance bands for versatile strength training workouts.,PRI
662,Slim Fit Chinos,$3.26,$9.93,http://dummyimage.com/137x100.png/cc0000/ffffff,2.9,287.3,Comfortable slim fit chinos for a polished look.,ARCB
663,Kids' Science Experiment Kit,$35.50,$78.90,http://dummyimage.com/237x100.png/dddddd/000000,3.3,533.4,Engaging kit with science experiments for children.,CASM
664,Electric Razor,$43.96,$96.71,http://dummyimage.com/185x100.png/cc0000/ffffff,3.9,26.0,Rechargeable electric razor for a smooth shave.,AMH^A
665,Interchangeable Watch Bands,$45.63,$73.93,http://dummyimage.com/248x100.png/dddddd/000000,4.9,825.0,Set of stylish watch bands to customize your look.,MELR
666,Asian Salad Mix,$33.60,$72.65,http://dummyimage.com/200x100.png/5fa2dd/ffffff,3.5,514.9,Fresh greens and veggies for a quick Asian-inspired salad.,SLNO
667,Sesame Noodles,$71.83,$37.77,http://dummyimage.com/127x100.png/cc0000/ffffff,4.8,29.1,"Chilled noodles dressed in sesame sauce, ready to eat.",JD
668,Mini Waffle Maker,$32.83,$52.07,http://dummyimage.com/221x100.png/dddddd/000000,4.9,99.6,Compact waffle maker for perfect small waffles.,ITCI
669,Roasted Garlic,$37.61,$94.51,http://dummyimage.com/167x100.png/cc0000/ffffff,3.7,456.5,Savory roasted garlic in a jar for easy use.,CUB
670,Smart Wi-Fi Light Bulbs,$22.19,$32.14,http://dummyimage.com/242x100.png/dddddd/000000,4.9,688.3,Energy-efficient LED bulbs that can be controlled via smartphone.,SYMX
671,Wireless Gaming Headset,$51.24,$84.33,http://dummyimage.com/246x100.png/cc0000/ffffff,2.6,667.7,Comfortable headset with surround sound for immersive gaming.,NIHD
672,Cabbage,$46.35,$74.79,http://dummyimage.com/123x100.png/5fa2dd/ffffff,1.1,238.7,"Fresh green cabbage, great for salads and slaws.",APEI
673,Mini Electric Kettle,$18.55,$22.67,http://dummyimage.com/106x100.png/dddddd/000000,2.4,27.2,Quick boiling kettle for small kitchens and dorms.,CPL
674,Luminous Night Light,$14.55,$64.09,http://dummyimage.com/135x100.png/dddddd/000000,1.2,739.9,Soft glow night light for children's rooms or bedside.,ACXM
675,Chocolate Peanut Butter Cups,$51.19,$17.96,http://dummyimage.com/245x100.png/dddddd/000000,3.2,80.1,Delicious dark chocolate cups filled with creamy peanut butter.,TWTR
676,Pet Bed with Removable Cover,$33.60,$95.23,http://dummyimage.com/112x100.png/cc0000/ffffff,4.4,492.0,Comfy pet bed with washable cover for easy cleaning.,TBK
677,Garden Tool Set,$17.54,$81.31,http://dummyimage.com/161x100.png/5fa2dd/ffffff,2.0,312.9,Complete set of gardening tools for all your needs.,SBLK
678,Water Bottle,$15.01,$26.65,http://dummyimage.com/231x100.png/cc0000/ffffff,4.0,753.1,Insulated water bottle for keeping drinks cold.,QPAC
679,LED Desk Lamp with USB Charging Port,$41.07,$27.06,http://dummyimage.com/186x100.png/dddddd/000000,3.3,298.6,Modern lamp featuring a USB port for convenient charging.,WIT
680,Mini Projector for Smartphones,$22.41,$97.60,http://dummyimage.com/240x100.png/dddddd/000000,1.6,429.2,Compact and portable projector for watching videos anywhere.,CLSN
681,Window A/C Unit,$10.93,$71.89,http://dummyimage.com/175x100.png/5fa2dd/ffffff,1.1,100.6,Energy-efficient window air conditioner for cooling.,PACB
682,Compact Hair Dryer,$13.44,$16.06,http://dummyimage.com/150x100.png/dddddd/000000,2.4,423.1,Lightweight hair dryer with multiple speed settings.,GUT^A
683,Organic Black Beans,$99.46,$69.11,http://dummyimage.com/177x100.png/cc0000/ffffff,3.8,688.8,"Versatile canned black beans, ready to add to any dish.",ABR^C
684,Training Soccer Ball,$32.82,$77.38,http://dummyimage.com/165x100.png/ff4444/ffffff,1.4,821.1,Durable training soccer ball for practice.,KMX
685,Pumpkin Waffles,$9.27,$15.07,http://dummyimage.com/183x100.png/dddddd/000000,3.2,177.1,Delicious waffles infused with pumpkin and spices.,FLL
686,Adjustable Kitchen Broom Stand,$6.26,$81.47,http://dummyimage.com/146x100.png/dddddd/000000,2.0,648.4,Space-saving broom holder for organized cleaning supplies.,WLL
687,Garlic & Herb Goat Cheese,$88.95,$73.22,http://dummyimage.com/210x100.png/cc0000/ffffff,1.4,457.7,"Creamy goat cheese infused with herbs and garlic, perfect for spreading on crackers.",WUBA
688,Raspberry Limeade,$57.67,$9.15,http://dummyimage.com/206x100.png/cc0000/ffffff,1.8,653.3,Sweet and tangy raspberry lime beverage,BCRX
689,Reusable Coffee Filter,$91.19,$8.79,http://dummyimage.com/146x100.png/5fa2dd/ffffff,1.6,107.3,Eco-friendly coffee filter for brewing.,EPR^F
690,Quinoa and Kale Salad Kit,$29.26,$60.32,http://dummyimage.com/134x100.png/5fa2dd/ffffff,3.2,186.3,"Ready-to-eat salad with quinoa and kale, drizzled with vinaigrette.",FOLD
691,Puzzle Mat,$39.46,$19.42,http://dummyimage.com/201x100.png/ff4444/ffffff,3.0,923.6,Foldable mat for jigsaw puzzle assembly.,EHTH
692,Italian Meatballs,$53.76,$67.17,http://dummyimage.com/232x100.png/5fa2dd/ffffff,2.7,544.7,"Juicy meatballs made with a blend of beef and pork, seasoned with Italian herbs.",CNX
693,Organic Granola Cereal,$58.57,$53.94,http://dummyimage.com/126x100.png/dddddd/000000,1.2,977.3,Crunchy granola made with organic oats,CUBN
694,Comfortable Bed Pillow,$41.27,$12.08,http://dummyimage.com/236x100.png/cc0000/ffffff,4.6,624.5,Supportive pillow designed for a good night's sleep.,III
695,Traditional Hummus,$82.47,$88.85,http://dummyimage.com/107x100.png/cc0000/ffffff,2.3,729.3,Creamy chickpea dip blended with tahini and garlic.,NHF
696,Electric Rice Cooker with Steamer,$61.61,$58.12,http://dummyimage.com/102x100.png/dddddd/000000,3.8,897.9,Cook rice and steam vegetables simultaneously for healthy meals.,HSBC^A
697,Tennis Racket,$75.39,$99.71,http://dummyimage.com/236x100.png/dddddd/000000,3.6,627.7,Lightweight tennis racket for beginners and advanced players.,FBC
698,Wireless Charger Stand,$6.04,$5.61,http://dummyimage.com/109x100.png/dddddd/000000,4.9,253.0,Convenient charging stand for smartphones and devices.,AFSI^C
699,Vegetable and Cheese Quesadillas,$34.52,$91.27,http://dummyimage.com/112x100.png/cc0000/ffffff,4.9,42.6,Flour tortilla filled with cheese and a medley of vegetables.,COWN
700,Outdoor Adventure Kit,$91.45,$24.89,http://dummyimage.com/148x100.png/5fa2dd/ffffff,1.3,546.4,Complete outdoor kit for camping and hiking.,TNP^C
701,Garlic Herb Cream Cheese,$91.04,$31.03,http://dummyimage.com/237x100.png/5fa2dd/ffffff,4.1,601.1,Spreadable cream cheese blended with garlic and herbs.,MYGN
702,Organic Blueberries,$9.82,$26.61,http://dummyimage.com/110x100.png/ff4444/ffffff,2.3,60.0,Fresh organic blueberries perfect for snacking or baking.,TGP
703,Chicken Sausage,$93.94,$14.86,http://dummyimage.com/141x100.png/cc0000/ffffff,1.4,443.9,"Flavorful chicken sausage, low in fat and fully cooked.",BSTG
704,Lemon Herb Chicken,$17.11,$58.83,http://dummyimage.com/195x100.png/cc0000/ffffff,1.2,246.1,Marinated chicken grilled with lemon and herbs.,IEX
705,Tandoori Chicken Skewers,$95.48,$44.58,http://dummyimage.com/241x100.png/ff4444/ffffff,2.8,629.4,Marinated chicken skewers infused with traditional tandoori spices.,DB
706,Baked Falafel,$47.32,$38.27,http://dummyimage.com/149x100.png/cc0000/ffffff,3.6,280.0,"Crispy baked falafel balls, perfect for salads",JLS
707,Pasta Maker Machine,$77.62,$0.32,http://dummyimage.com/109x100.png/ff4444/ffffff,2.9,942.3,Manual pasta maker for creating fresh pasta at home.,RCI
708,LED Makeup Mirror,$64.45,$61.32,http://dummyimage.com/104x100.png/dddddd/000000,2.6,213.1,Illuminated vanity mirror with adjustable brightness settings.,PSA^B
709,Snack Container Set,$66.35,$59.74,http://dummyimage.com/126x100.png/cc0000/ffffff,5.0,609.6,Stackable containers for organizing snacks and treats.,MQT
710,Scented Soy Candles,$34.15,$99.25,http://dummyimage.com/150x100.png/ff4444/ffffff,1.6,647.0,Hand-poured candles made of natural soy wax.,MVT
711,Honey Graham Crackers,$57.30,$68.05,http://dummyimage.com/233x100.png/ff4444/ffffff,2.8,168.4,Sweet and crunchy honey-flavored graham crackers.,FUN
712,Magnetic Spice Jars,$16.14,$85.98,http://dummyimage.com/104x100.png/cc0000/ffffff,2.6,337.6,Convenient magnetic jars for easy spice storage.,ENDP
713,Electric Nail File Kit,$82.35,$58.66,http://dummyimage.com/156x100.png/5fa2dd/ffffff,4.2,844.2,Professional-grade nail care set for manicures and pedicures.,NHLD
714,Electric Blanket,$32.89,$19.76,http://dummyimage.com/246x100.png/dddddd/000000,2.6,600.4,Extra soft electric blanket with adjustable heat settings.,TCAP
715,Chocolate Chip Cliff Bars,$40.66,$68.87,http://dummyimage.com/147x100.png/ff4444/ffffff,3.4,148.9,Nutritious energy bars packed with chocolate chips.,ESL
716,Coconut Macaroons,$49.81,$71.11,http://dummyimage.com/211x100.png/ff4444/ffffff,4.6,9.1,"Chewy cookies made with coconut, perfect for sweet cravings.",VEEV
717,Honey mustard chicken tenders,$18.22,$4.84,http://dummyimage.com/218x100.png/dddddd/000000,2.0,780.5,Golden crispy chicken tenders coated with honey mustard flavor.,DL
718,Cotton Sweatpants,$43.76,$91.10,http://dummyimage.com/201x100.png/5fa2dd/ffffff,4.1,168.0,Soft and breathable cotton sweatpants perfect for lounging or workouts.,HURN
719,Crispy Tofu Bites,$63.34,$0.19,http://dummyimage.com/212x100.png/cc0000/ffffff,1.5,86.3,"Crispy on the outside, tender on the inside, perfect for stir-fries or salads.",ILG
720,Bluetooth Headphones,$10.24,$35.04,http://dummyimage.com/113x100.png/cc0000/ffffff,4.7,252.6,Noise-cancelling Bluetooth headphones for immersive sound.,GLA
721,Plant-Based Cookbook,$66.93,$90.93,http://dummyimage.com/183x100.png/5fa2dd/ffffff,2.8,830.2,Delicious recipes focusing on plant-based ingredients.,SSW^G
722,Spice Rack,$8.58,$50.42,http://dummyimage.com/110x100.png/dddddd/000000,3.6,786.5,Rotating spice rack with 20 spice jars.,AC
723,Fishing Rod,$72.15,$21.92,http://dummyimage.com/231x100.png/cc0000/ffffff,2.9,427.9,Lightweight fishing rod suitable for beginners.,PML
724,Cinnamon Sugar Popcorn,$63.85,$52.22,http://dummyimage.com/129x100.png/cc0000/ffffff,1.3,453.0,Sweet popcorn coated in a mixture of cinnamon and sugar.,CAI
725,Car Vacuum,$72.71,$11.86,http://dummyimage.com/190x100.png/cc0000/ffffff,4.1,716.4,Portable car vacuum cleaner with strong suction.,CLDC
726,Wooden Puzzle Game,$9.49,$9.14,http://dummyimage.com/242x100.png/dddddd/000000,1.4,525.3,Classic wooden puzzle game for kids and adults.,BAC^A
727,Terry Cloth Robe,$36.08,$48.88,http://dummyimage.com/103x100.png/ff4444/ffffff,4.7,313.3,"Soft and comfortable robe, perfect for lounging at home.",NBD
728,Buffalo Sauce,$0.83,$86.94,http://dummyimage.com/153x100.png/ff4444/ffffff,4.6,336.5,Spicy buffalo sauce ideal for wings or dipping.,BWINB
729,Pet Grooming Brush,$19.69,$87.50,http://dummyimage.com/172x100.png/cc0000/ffffff,2.1,114.5,Self-cleaning grooming brush for cats and dogs.,MMI
730,Chili Lime Seasoning,$48.77,$52.15,http://dummyimage.com/159x100.png/5fa2dd/ffffff,3.5,534.0,Zesty seasoning great for tacos and grilling.,IRS
731,Green Smoothie Mix,$78.03,$31.51,http://dummyimage.com/219x100.png/dddddd/000000,3.8,431.3,A convenient powder mix combining greens and fruits for smoothies.,UBNK
732,Car Escape Tool,$92.39,$71.31,http://dummyimage.com/189x100.png/ff4444/ffffff,3.3,103.4,Multi-functional tool for emergency situations in the car.,CSWI
733,Computer Monitor Stand,$98.95,$46.59,http://dummyimage.com/225x100.png/dddddd/000000,1.3,843.5,Ergonomic monitor stand for improved workspace organization.,ETB
734,Almond Joy Munch Bars,$34.55,$66.09,http://dummyimage.com/229x100.png/ff4444/ffffff,4.5,202.7,"A delightful mix of chocolate, coconut, and almonds in a snack bar.",AA
735,Travel Luggage Scale,$43.26,$87.48,http://dummyimage.com/175x100.png/cc0000/ffffff,3.1,504.5,Digital scale to avoid overweight baggage fees.,CMRE^B
736,Honey Roasted Almonds,$42.81,$6.43,http://dummyimage.com/196x100.png/5fa2dd/ffffff,4.6,516.0,Sweet and crunchy roasted almonds.,FSFG
737,Dog Waste Bag Dispenser,$23.40,$77.46,http://dummyimage.com/246x100.png/ff4444/ffffff,4.7,563.3,Convenient dispenser for dog waste bags on walks.,IVR
738,Pet Water Fountain with Filtration,$4.65,$69.23,http://dummyimage.com/250x100.png/ff4444/ffffff,1.7,818.0,"Continuous stream of fresh water for pets, promoting hydration.",PXI
739,Portable Refrigerator Freezer,$97.19,$92.14,http://dummyimage.com/162x100.png/cc0000/ffffff,3.0,972.0,Compact fridge ideal for camping and road trips.,AXGN
740,Water Bottle with Built-in Fruit Infuser,$46.21,$47.05,http://dummyimage.com/190x100.png/ff4444/ffffff,3.4,220.7,Stay hydrated with refreshing flavored water.,BHAC
741,Oven Mitts,$53.77,$32.98,http://dummyimage.com/242x100.png/cc0000/ffffff,3.7,195.7,Silicone oven mitts for safe handling of hot cookware.,F
742,Savory Mushroom Risotto,$27.31,$5.12,http://dummyimage.com/169x100.png/5fa2dd/ffffff,3.7,135.0,Creamy risotto infused with wild mushrooms.,ALL^F
743,Instant Pot,$0.58,$97.91,http://dummyimage.com/154x100.png/5fa2dd/ffffff,3.1,941.9,7-in-1 multi-cooker for versatile cooking.,ACTG
744,Insulated Lunch Bag,$28.95,$74.74,http://dummyimage.com/167x100.png/cc0000/ffffff,4.8,216.5,Stylish insulated lunch bag for on-the-go meals.,CVG
745,Foldable Yoga Mat,$74.34,$87.99,http://dummyimage.com/198x100.png/ff4444/ffffff,4.4,430.5,Compact yoga mat that folds for easy storage and transport.,GPIA
746,Electric Griddle with Lid,$45.76,$34.99,http://dummyimage.com/203x100.png/ff4444/ffffff,1.2,442.9,"Non-stick griddle for pancakes, burgers, and more.",TOO^B
747,Garden Hose Reel,$49.74,$4.58,http://dummyimage.com/118x100.png/5fa2dd/ffffff,1.7,120.9,Compact hose reel to keep your garden tidy.,RLGY
748,Organic Blueberries,$35.57,$67.03,http://dummyimage.com/162x100.png/cc0000/ffffff,1.2,575.6,Fresh organic blueberries perfect for snacking or baking.,SHO
749,Motion Sensor Light,$86.90,$4.75,http://dummyimage.com/238x100.png/ff4444/ffffff,3.0,56.5,Battery-operated motion sensor light for safety.,ATTU
750,Pumpkin Ice Cream,$49.19,$61.31,http://dummyimage.com/233x100.png/cc0000/ffffff,4.6,436.0,"Seasonal pumpkin ice cream, perfect for fall.",OKE
751,Coffee Making Kit,$72.75,$87.28,http://dummyimage.com/111x100.png/ff4444/ffffff,4.8,129.4,Complete set to brew coffee with different methods.,FNK
752,Maple Glazed Carrots,$31.77,$4.79,http://dummyimage.com/141x100.png/dddddd/000000,3.4,892.8,Tender carrots glazed with a sweet maple sauce.,VCO
753,Portable Air Conditioner,$16.55,$29.63,http://dummyimage.com/188x100.png/dddddd/000000,3.2,957.9,Compact air conditioner for personal cooling.,VBTX
754,Avocado Oil Mayo,$66.83,$88.84,http://dummyimage.com/159x100.png/cc0000/ffffff,1.7,731.1,Creamy mayonnaise made with avocado oil for a healthier twist.,PSCT
755,Canvas High-Top Sneakers,$68.81,$21.49,http://dummyimage.com/131x100.png/dddddd/000000,1.8,59.8,Trendy high-top canvas sneakers for a stylish streetwear look.,DLTR
756,Frozen Berry Medley,$66.09,$19.22,http://dummyimage.com/213x100.png/5fa2dd/ffffff,4.6,718.7,"A mix of strawberries, blueberries, and raspberries, great for smoothies or desserts.",HOVNP
757,Reusable Food Storage Bags,$6.37,$28.13,http://dummyimage.com/213x100.png/ff4444/ffffff,4.6,699.3,Eco-friendly silicone bags for food storage and snacks.,OHAI
758,Pasta Primavera Kit,$40.75,$95.19,http://dummyimage.com/151x100.png/ff4444/ffffff,1.9,215.6,Quick meal kit with pasta and fresh vegetables.,NOVT
759,Organic Quinoa,$95.41,$32.98,http://dummyimage.com/120x100.png/ff4444/ffffff,2.8,793.6,Nutritious organic quinoa for salads or sides,HEAR
760,Indestructible Dog Toy,$99.49,$91.94,http://dummyimage.com/152x100.png/cc0000/ffffff,3.8,241.0,Durable toy designed for heavy chewers.,MIC
761,High-Waisted Skirt,$63.81,$34.88,http://dummyimage.com/157x100.png/dddddd/000000,3.9,695.5,"Chic high-waisted skirt, perfect for professional or casual settings.",VYMI
762,LED Flashing Pet Collar,$68.04,$0.75,http://dummyimage.com/163x100.png/ff4444/ffffff,5.0,420.4,Safety collar with flashing lights for pets during night walks.,STO
763,Flavored Instant Oatmeal,$0.68,$34.44,http://dummyimage.com/127x100.png/ff4444/ffffff,3.3,216.9,Quick oatmeal with various flavors,WHR
764,Buffalo Cauliflower Bites,$33.97,$63.58,http://dummyimage.com/110x100.png/ff4444/ffffff,3.0,355.7,Spicy cauliflower bites for a vegetarian snack.,SPG^J
765,Creative Puzzle Game,$20.53,$83.84,http://dummyimage.com/227x100.png/cc0000/ffffff,4.9,677.8,Challenging and fun puzzle game for all ages.,SVA
766,Maple Cinnamon Almonds,$4.35,$31.98,http://dummyimage.com/123x100.png/ff4444/ffffff,1.3,217.8,Roasted almonds coated in a sweet maple and cinnamon mixture.,AXS^D
767,Smartphone Projector,$73.67,$89.51,http://dummyimage.com/122x100.png/ff4444/ffffff,4.4,1.0,DIY projector that magnifies your smartphone screen for movie nights.,ENZ
768,Garlic Herb Seasoning,$37.81,$79.09,http://dummyimage.com/118x100.png/cc0000/ffffff,3.7,667.1,A blend of herbs and garlic for seasoning meats and vegetables.,PFO
769,Microfiber Cleaning Cloth Set,$63.47,$48.74,http://dummyimage.com/187x100.png/cc0000/ffffff,2.0,100.4,Assorted cloths for cleaning electronics and delicate surfaces.,TPC
770,First Aid Kit,$69.91,$34.56,http://dummyimage.com/114x100.png/5fa2dd/ffffff,3.9,939.7,Comprehensive first aid kit for emergency situations.,FSBW
771,Honey Garlic Shrimp,$60.75,$76.74,http://dummyimage.com/108x100.png/ff4444/ffffff,1.9,423.0,"Shrimp marinated in a honey garlic sauce, ready to cook.",AIN
772,Almond Flour Pizza Crust,$76.39,$94.12,http://dummyimage.com/123x100.png/5fa2dd/ffffff,1.5,603.1,"Low-carb pizza crust made from almond flour, gluten-free.",GLRE
773,Organic Blueberries,$63.09,$88.76,http://dummyimage.com/167x100.png/5fa2dd/ffffff,1.8,403.0,Fresh organic blueberries perfect for snacking or baking.,MHO
774,Faux Fur Coat,$63.98,$67.22,http://dummyimage.com/103x100.png/cc0000/ffffff,1.7,615.9,A luxurious faux fur coat that adds glamour to any outfit.,JPM^F
775,Coconut Cream Pie,$85.42,$85.74,http://dummyimage.com/214x100.png/dddddd/000000,4.8,310.1,Delicious pie filled with coconut cream and topped with whipped cream.,KKR^B
776,Travel Size Toiletry Bottles,$35.83,$25.83,http://dummyimage.com/211x100.png/cc0000/ffffff,2.9,517.7,Leak-proof bottles for travel-sized toiletries.,CLA.CL
777,Electric Blanket,$92.18,$55.19,http://dummyimage.com/106x100.png/5fa2dd/ffffff,4.0,396.7,Extra soft electric blanket with adjustable heat settings.,PCBK
778,Children's Gardening Set,$42.98,$33.98,http://dummyimage.com/192x100.png/cc0000/ffffff,3.7,220.7,Fun gardening tools designed specifically for kids.,HBM
779,Gardening Gloves,$1.12,$48.82,http://dummyimage.com/156x100.png/ff4444/ffffff,2.0,98.8,Durable gardening gloves with reinforced fingertips.,PGR
780,Spicy Salsa Verde,$96.26,$13.54,http://dummyimage.com/145x100.png/cc0000/ffffff,5.0,897.7,"Green salsa with a spicy kick, great for dipping.",VJET
781,Mini Air Hockey Table,$22.83,$43.14,http://dummyimage.com/141x100.png/ff4444/ffffff,4.7,60.4,Fun tabletop air hockey for home or office.,RAVE
782,Shredded Cheese,$69.69,$30.28,http://dummyimage.com/249x100.png/dddddd/000000,4.5,383.8,"Blend of cheddar and mozzarella cheese, great for recipes.",K
783,Smart Scale,$89.90,$61.64,http://dummyimage.com/192x100.png/dddddd/000000,1.7,415.1,Wi-Fi smart scale for tracking weight and BMI.,VNO^L
784,Fishing Tackle Box,$41.15,$43.16,http://dummyimage.com/222x100.png/cc0000/ffffff,4.0,20.6,Organized tackle box for fishing gear.,OFLX
785,Magnetic Puzzle Board,$30.72,$32.03,http://dummyimage.com/184x100.png/cc0000/ffffff,3.2,867.6,Magnetic puzzle assembly board for kids.,FNF
786,Coconut Cream Pie Yogurt,$33.53,$50.61,http://dummyimage.com/132x100.png/dddddd/000000,1.8,919.9,"Yogurt with the flavors of coconut cream pie, nice and indulgent.",FWONA
787,Protein Pancake Mix,$30.80,$25.36,http://dummyimage.com/196x100.png/ff4444/ffffff,1.8,518.9,A protein-packed pancake mix for a nutritious breakfast.,CHKP
788,Overnight Hiking Backpack,$7.29,$55.89,http://dummyimage.com/116x100.png/5fa2dd/ffffff,1.3,107.0,Durable backpack with ample storage for outdoor adventures.,KTOV
789,Chickpea Salad Deluxe,$53.45,$72.24,http://dummyimage.com/226x100.png/5fa2dd/ffffff,1.6,571.2,"Chickpeas mixed with fresh vegetables and herbs, a nutritious snack or salad.",TRC
790,Coconut Curry Lentils,$52.38,$75.21,http://dummyimage.com/189x100.png/5fa2dd/ffffff,3.9,874.5,Lentils cooked in a coconut curry for a hearty meal.,EXC
791,Chopping Board,$38.37,$67.38,http://dummyimage.com/232x100.png/dddddd/000000,4.8,480.8,Reversible bamboo chopping board for food prep.,VRIG
792,Garden Hoses with Expandable Features,$77.90,$72.78,http://dummyimage.com/170x100.png/ff4444/ffffff,3.8,693.1,"Lightweight, expandable hoses for easy handling.",CVX
793,Robot Vacuum Cleaner,$60.16,$4.89,http://dummyimage.com/144x100.png/cc0000/ffffff,2.9,46.2,Smart robotic vacuum for automatic cleaning.,JCO
794,Memory Foam Pillow,$23.36,$95.19,http://dummyimage.com/229x100.png/cc0000/ffffff,4.3,343.6,Ergonomic memory foam pillow for better sleep.,LNTH
795,Sliced Provolone Cheese,$17.75,$34.96,http://dummyimage.com/233x100.png/dddddd/000000,1.8,233.4,Mild cheese great for sandwiches.,ULH
796,Vegetable Fried Rice,$59.69,$70.64,http://dummyimage.com/149x100.png/cc0000/ffffff,2.6,136.1,Quick and easy fried rice mixed with vegetables and soy sauce.,MAT
797,Peas (frozen),$40.21,$21.89,http://dummyimage.com/111x100.png/dddddd/000000,4.0,138.6,"Frozen green peas, a great addition to meals.",C
798,Spinach and Cheese Stuffed Shells,$16.78,$21.85,http://dummyimage.com/243x100.png/ff4444/ffffff,2.9,200.0,Delicious pasta shells filled with spinach and cheese,BHL
799,Spicy Thai Coconut Soup,$51.32,$67.24,http://dummyimage.com/117x100.png/dddddd/000000,1.3,82.6,"A ready-to-eat soup with coconut milk, spices, and vegetables.",FAST
800,Honeycrisp Apple Chips,$33.73,$97.78,http://dummyimage.com/202x100.png/ff4444/ffffff,2.5,355.3,Crispy and sweet dried apple slices,ARC
801,Microwave Popcorn Maker,$34.06,$68.20,http://dummyimage.com/241x100.png/cc0000/ffffff,4.3,875.3,Healthier way to make popcorn in the microwave without oil.,AXP
802,Wooden Toy Train Set,$81.86,$4.37,http://dummyimage.com/126x100.png/dddddd/000000,4.4,173.6,Classic wooden train set for imaginative play.,EKSO
803,Caribbean Jerk Marinade,$76.47,$43.24,http://dummyimage.com/150x100.png/ff4444/ffffff,3.2,661.9,A spicy marinade perfect for chicken and fish.,FAST
804,Outdoor Adventure Backpack,$9.59,$16.43,http://dummyimage.com/203x100.png/cc0000/ffffff,1.2,355.9,Durable backpack for hiking or travel.,STZ
805,Pomegranate Juice,$22.94,$33.61,http://dummyimage.com/168x100.png/ff4444/ffffff,3.0,59.1,"Fresh pomegranate juice, rich in antioxidants.",VNO^I
806,Organic Vanilla Bean Ice Cream,$79.19,$42.96,http://dummyimage.com/126x100.png/cc0000/ffffff,3.0,999.3,"Creamy ice cream made with real vanilla beans, perfect for desserts.",CIG
807,Two-Tone Windbreaker,$59.55,$38.97,http://dummyimage.com/205x100.png/5fa2dd/ffffff,2.1,640.8,"Stylish two-tone windbreaker, perfect for active days.",TAHO
808,Pear and Gorgonzola Salad,$4.23,$70.70,http://dummyimage.com/135x100.png/cc0000/ffffff,4.3,606.8,"Fresh salad with pears, gorgonzola cheese, and nuts, perfect for lunch.",DSGX
809,Almond Flour Bread Mix,$25.99,$56.67,http://dummyimage.com/209x100.png/cc0000/ffffff,2.1,709.3,Gluten-free bread mix made with almond flour.,SYNT
810,Balsamic Salad Dressing,$60.70,$36.87,http://dummyimage.com/239x100.png/cc0000/ffffff,3.2,417.9,"Tangy and sweet balsamic dressing, perfect for salads.",KALV
811,Leather Notebook Cover,$34.98,$0.14,http://dummyimage.com/127x100.png/5fa2dd/ffffff,4.2,549.1,Elegant cover that protects your notebook with style.,NUM
812,Maple Cinnamon Almonds,$65.53,$14.94,http://dummyimage.com/228x100.png/ff4444/ffffff,3.3,879.9,Roasted almonds coated in a sweet maple and cinnamon mixture.,CLNS^I
813,Bamboo Toothbrush Holder,$78.91,$31.63,http://dummyimage.com/132x100.png/5fa2dd/ffffff,1.9,615.4,Eco-friendly bamboo holder for toothbrushes.,EDN
814,Whole Wheat Bread,$96.06,$27.51,http://dummyimage.com/228x100.png/cc0000/ffffff,2.8,949.9,"Freshly baked whole wheat bread, rich in fiber.",EQC^D
815,Scent Diffuser Oil,$75.10,$0.90,http://dummyimage.com/233x100.png/cc0000/ffffff,3.5,194.2,Essential oil blends for a soothing atmosphere in your home.,UBA
816,Whisk Set,$35.22,$65.66,http://dummyimage.com/104x100.png/dddddd/000000,2.1,978.9,Set of whisks in various sizes for cooking.,CLNS^C
817,Pear and Gorgonzola Salad,$14.88,$36.81,http://dummyimage.com/116x100.png/cc0000/ffffff,2.8,782.9,"Fresh salad with pears, gorgonzola cheese, and nuts, perfect for lunch.",JBHT
818,Electric Rice Cooker with Steamer,$49.04,$63.45,http://dummyimage.com/169x100.png/dddddd/000000,2.1,736.1,Cook rice and steam vegetables simultaneously for healthy meals.,BLBD
819,Maple Pecan Granola,$80.01,$41.64,http://dummyimage.com/237x100.png/cc0000/ffffff,3.4,642.3,"Crunchy granola with maple syrup and pecans, great for breakfast or snacking.",MSI
820,High-Pressure Handheld Shower Head,$4.68,$14.22,http://dummyimage.com/219x100.png/ff4444/ffffff,1.9,697.3,Shower head designed for a strong spray and complete coverage.,EOD
821,Adjustable Kneeling Pad,$45.45,$80.32,http://dummyimage.com/170x100.png/cc0000/ffffff,2.7,366.3,Comfortable kneeling pad for gardening or home projects.,KIM^J
822,Camera Tripod,$49.59,$94.58,http://dummyimage.com/115x100.png/cc0000/ffffff,2.9,523.0,Sturdy camera tripod for professional photography.,WBS^E
823,Savory Mushroom Risotto,$96.71,$3.69,http://dummyimage.com/207x100.png/5fa2dd/ffffff,3.4,207.4,Creamy risotto infused with wild mushrooms.,WB
824,Portable Hand Warmer,$78.84,$16.54,http://dummyimage.com/214x100.png/dddddd/000000,4.7,554.3,Rechargeable hand warmer for cold weather comfort.,NATR
825,Coconut Cream Pie Yogurt,$46.06,$16.22,http://dummyimage.com/178x100.png/ff4444/ffffff,2.3,590.6,"Yogurt with the flavors of coconut cream pie, nice and indulgent.",TATT
826,Shredded Cheese,$92.64,$13.70,http://dummyimage.com/223x100.png/cc0000/ffffff,2.8,22.9,"Blend of cheddar and mozzarella cheese, great for recipes.",ECOM          
